baud,downlink_drift,alive,uplink_drift,invert,citation,description,type,norad_cat_id,uuid,mode,mode_id,service,downlink_high,uplink_high,downlink_low,updated,uplink_low,uplink_mode,status
1200.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,TLM BPSK,Transmitter,42714,uXJ8NQNcH8b9osRcCF7bk8,BPSK,50,Unknown,null,null,436030000,2019-04-18T05:39:53.343316Z,null,null,active
1200.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,TLM GMSK,Transmitter,42717,8DepNZRtz4MuYHkyeiaNk9,AFSK,49,Unknown,null,null,436880000,2019-04-18T05:39:53.343316Z,null,null,active
9600.0,null,false,null,false,CITATION NEEDED - https://xkcd.com/285/,TLM AX.25 BPSK,Transmitter,42718,McFcSJmyMwvh6MmZLbRSdJ,BPSK,50,Unknown,null,null,437740000,2019-04-18T05:39:53.343316Z,null,null,inactive
1200.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,Mode V TLM Beacon (current),Transmitter,42017,msnC2ijNNoQ2ECKunbpAkm,BPSK,50,Unknown,null,null,145939450,2019-04-18T05:39:53.343316Z,null,null,active
1200.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,BPSK Telemetry (drifting),Transmitter,39444,iXwP5z3WSrJYoLviKuKRYL,BPSK,50,Unknown,null,null,145935000,2019-04-18T05:39:53.343316Z,null,null,active
22.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,CW TLM 22wpm (current),Transmitter,40906,jXXaGaB5LzZEurn8XGtMYF,CW,6,Unknown,null,null,145790315,2019-04-18T05:39:53.343316Z,null,null,active
22.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,CW TLM 22wpm (current),Transmitter,40903,cpx9PNK4TVM2nWMsQCNAph,CW,6,Unknown,null,null,145660450,2019-04-18T05:39:53.343316Z,null,null,active
4800.0,null,false,null,false,CITATION NEEDED - https://xkcd.com/285/,UHF TLM GMSK4k8,Transmitter,42723,yrz9i9obxzo8Xu4uLiX6J9,GMSK,63,Unknown,null,null,436530000,2019-04-18T05:39:53.343316Z,null,null,inactive
1200.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,TLM BPSK,Transmitter,42722,Bsbcg83KwtC9QLssDnxXPo,BPSK,50,Unknown,null,null,436570000,2019-04-18T05:39:53.343316Z,null,null,active
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,TLM FSK,Transmitter,42721,WUHct64aBtUVuVrwJgnRdb,FSK,72,Unknown,null,null,437510000,2019-04-18T05:39:53.343316Z,null,null,active
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,TLM BPSK9k6,Transmitter,42725,eETUjXW88SGACkGXxHzshh,BPSK,50,Unknown,null,null,436510000,2019-04-18T05:39:53.343316Z,null,null,active
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,TLM GFSK,Transmitter,42728,bLPwrGHsPX4Cmq4Pfui55h,GFSK,75,Unknown,null,null,436810000,2019-04-18T05:39:53.343316Z,null,null,active
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,TLM GFSK,Transmitter,42729,GhhkzbQwKKLiEoVf2imvTE,GFSK,75,Unknown,null,null,437335000,2019-04-18T05:39:53.343316Z,null,null,active
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,TLM FSK,Transmitter,42730,im6U5FumwnYK5ATPJRsrmf,FSK,72,Unknown,null,null,436775000,2019-04-18T05:39:53.343316Z,null,null,active
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,TLM MSK,Transmitter,42731,gNC73YnBo8QkVHNFZQuyaP,MSK,81,Unknown,null,null,436330000,2019-04-18T05:39:53.343316Z,null,null,active
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,TLM BPSK,Transmitter,42727,euF26U52hcZs4Z3aDUznmF,BPSK,50,Unknown,null,null,435950000,2019-04-18T05:39:53.343316Z,null,null,active
4800.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,TLM GMSK,Transmitter,42734,Vn3x3Bgw4yKkorhjfndrRK,GMSK,63,Unknown,null,null,436705000,2019-04-18T05:39:53.343316Z,null,null,active
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,TLM BPSK,Transmitter,42735,k2b3pBGJrRXQPwKovbBMc2,BPSK,50,Unknown,null,null,436150000,2019-04-18T05:39:53.343316Z,null,null,active
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,TLM GMSK,Transmitter,42736,odTiSpU5hgx5Amymkrhi5o,GMSK,63,Unknown,null,null,437370000,2019-04-18T05:39:53.343316Z,null,null,active
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,TLM FSK9k6,Transmitter,42737,vw7PKJE6GXJEjsG7JGF8KM,FSK,72,Unknown,null,null,436390000,2019-04-18T05:39:53.343316Z,null,null,active
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,CW TLM beacon (current),Transmitter,40074,7FGfFQtV3iYR8anFpbZKz3,CW,6,Unknown,null,null,145844200,2019-04-18T05:39:53.343316Z,null,null,active
null,null,true,null,true,CITATION NEEDED - https://xkcd.com/285/,Inverting linear transponder,Transponder,40074,NgyrK6zK9cb9cZVSSfE9m3,USB,9,Unknown,145950000,435094300,145930000,2019-04-18T05:39:53.343316Z,435074300,LSB,active
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,CW Beacon,Transmitter,42761,7fV9xpVQEQfSHipnioTrFg,CW,6,Unknown,null,null,145855000,2019-04-18T05:39:53.343316Z,null,null,active
null,null,true,null,true,CITATION NEEDED - https://xkcd.com/285/,Linear Transponder,Transponder,42761,CaxhYGFfYkuzJ7JRgQcQU7,USB,9,Unknown,145880000,435230000,145860000,2019-04-18T05:39:53.343316Z,435210000,LSB,active
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,TLM FSK (AX.25),Transmitter,42789,zUGFsH6SNZfyd9bbCsrzXF,FSK,72,Unknown,null,null,437100000,2019-04-18T05:39:53.343316Z,null,null,active
4800.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,TLM 4k8 FSK,Transmitter,42794,YYq5vXXePXcokeedNnnu54,FSK,72,Unknown,null,null,437505000,2019-04-18T05:39:53.343316Z,null,null,active
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,TLM CW,Transmitter,42794,yFxouh6mrokgXSEduoepfk,CW,6,Unknown,null,null,437505000,2019-04-18T05:39:53.343316Z,null,null,active
2400.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,TLM 2k4 MSK,Transmitter,42788,fykfSgtzV9A77A74gJ9ML4,FSK,72,Unknown,null,null,437230000,2019-04-18T05:39:53.343316Z,null,null,active
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,TLM CW,Transmitter,42788,Wk3ERYzGTeubzNmY6zb6PS,CW,6,Unknown,null,null,437230000,2019-04-18T05:39:53.343316Z,null,null,active
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,TLM CW,Transmitter,42775,rAtiFkr9f4e7PnGAxcWxkF,CW,6,Unknown,null,null,437220000,2019-04-18T05:39:53.343316Z,null,null,active
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,TLM 9k6 FSK,Transmitter,42776,MSiz8AyXLSjcPtQhJYrBjT,FSK,72,Unknown,null,null,435950000,2019-04-18T05:39:53.343316Z,null,null,active
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,TLM 9k6 FSK,Transmitter,42784,mdAtyjQmUGnkh6yqT2GPN4,FSK,72,Unknown,null,null,436670000,2019-04-18T05:39:53.343316Z,null,null,active
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,TLM 9k6 BPSK,Transmitter,42787,ECnJDqVaHWsGLA7yGpSJL3,BPSK,50,Unknown,null,null,436270000,2019-04-18T05:39:53.343316Z,null,null,active
1200.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,TLM 1k2 AFSK,Transmitter,42792,iWkJWKys6FuiVgeguHL993,AFSK,49,Unknown,null,null,437325000,2019-04-18T05:39:53.343316Z,null,null,active
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,TLM CW,Transmitter,42792,AoDzLwqzB8jt4sFQmmBxRo,CW,6,Unknown,null,null,437325000,2019-04-18T05:39:53.343316Z,null,null,active
1200.0,null,false,null,false,CITATION NEEDED - https://xkcd.com/285/,TLM 1k2 BPSK,Transmitter,42770,hRA2gZkKt3rW33JwjWYXg4,BPSK,50,Unknown,null,null,436060000,2019-04-18T05:39:53.343316Z,null,null,inactive
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,TLM 9k6 FSK,Transmitter,42765,BCqBeK7kgXcJ779CbDJfu4,FSK,72,Unknown,null,null,435975000,2019-04-18T05:39:53.343316Z,null,null,active
1200.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,TLM 1k2 FSK,Transmitter,42766,h6pLPnkbouwiDkMkqL6KvN,FSK,72,Unknown,null,null,436000000,2019-04-18T05:39:53.343316Z,null,null,active
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,TLM 9k6 FSK,Transmitter,42768,q34ztk3T9kUPDn4qkoxsBb,FSK,72,Unknown,null,null,437265000,2019-04-18T05:39:53.343316Z,null,null,active
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,TLM CW,Transmitter,42822,bc2DCNbdFRaJxVK3jhSYQ3,CW,6,Unknown,null,null,437372000,2019-04-18T05:39:53.343316Z,null,null,active
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,TLM CW,Transmitter,42823,BZByznkqgqtQpYUAEDQJkb,CW,6,Unknown,null,null,437372000,2019-04-18T05:39:53.343316Z,null,null,active
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,TLM 9k6 FSK,Transmitter,42822,ASoU8q9PRrdLKLwHsx4i5k,FSK,72,Unknown,null,null,437375000,2019-04-18T05:39:53.343316Z,null,null,active
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,TLM 9k6 FSK,Transmitter,42823,Ar3ERbofy2y63f5qtZzKLE,FSK,72,Unknown,null,null,437375000,2019-04-18T05:39:53.343316Z,null,null,active
1200.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,TLM 1k2 AFSK,Transmitter,42822,4CKisXocCG7dgQtdJv9tPn,AFSK,49,Unknown,null,null,437375000,2019-04-18T05:39:53.343316Z,null,null,active
1200.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,TLM 1k2 AFSK,Transmitter,42823,CSGYwbQe7bBRXfs2gLQJqU,AFSK,49,Unknown,null,null,437375000,2019-04-18T05:39:53.343316Z,null,null,active
20.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,TLM CW,Transmitter,42789,aRp8SimW6aLZYsecTpEU5F,CW,6,Unknown,null,null,437100000,2019-04-18T05:39:53.343316Z,null,null,active
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,CW Beacon,Transmitter,42759,qPbeGpVSxXnJ4YMfBRfG92,CW,6,Unknown,null,null,145910000,2019-04-18T05:39:53.343316Z,null,null,active
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,CW Beacon (current),Transmitter,41340,BRs3oJkUeAmQbLsJFaUuBP,CW,6,Unknown,null,null,437373000,2019-04-18T05:39:53.343316Z,null,null,active
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,FM Beacon,Transmitter,42794,yvJXkz5kQDCFHc7fDEBjS6,FM,1,Unknown,null,null,437509000,2019-04-18T05:39:53.343316Z,null,null,active
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,SV1QZZ - TLM FSK9k6,Transmitter,42737,6RUyCMt6pCBbhkb2kfcjkf,FSK,72,Unknown,null,null,436388200,2019-04-18T05:39:53.343316Z,null,null,active
4800.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,TLM GMSK,Transmitter,42829,DAZAnJVD2KmVwpfo3c4G4W,GMSK,63,Unknown,null,null,435950000,2019-04-18T05:39:53.343316Z,null,null,active
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,CW Beacon,Transmitter,42829,WfADG9G7jrpcQ4tkBtQb4P,CW,6,Unknown,null,null,435950000,2019-04-18T05:39:53.343316Z,null,null,active
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,KB9JHU TLM GMSK,Transmitter,42717,kutePd9oEVmhjjsuHRbct9,GMSK,63,Unknown,null,null,436876500,2019-04-18T05:39:53.343316Z,null,null,active
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,FM to Codec2 Transponder,Transceiver,42725,iQeSRnnqxPvoznNrGCHGc4,BPSK,50,Unknown,null,null,436510000,2019-04-18T05:39:53.343316Z,145985000,BPSK,active
null,null,true,null,true,CITATION NEEDED - https://xkcd.com/285/,Linear Transponder,Transponder,40025,wVeqTcuPmKzk7LcWKfwmMH,USB,9,Unknown,145965000,435077000,145935000,2019-04-18T05:39:53.343316Z,435047000,LSB,active
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,GMSK 9k6,Transmitter,39469,da9uCaUD8QmVECEeSp9iee,FSK,72,Unknown,null,null,437480000,2019-04-18T05:39:53.343316Z,null,null,active
12.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,CW Beacon (drifting),Transmitter,42778,52jVE9w8EnSpF8YFssD5KD,CW,6,Unknown,null,null,145961200,2019-04-18T05:39:53.343316Z,null,null,active
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,GMSK Telemetry,Transmitter,42778,zrt4AbnsrVgEigNKnEesNg,GMSK,63,Unknown,null,null,145860000,2019-04-18T05:39:53.343316Z,null,null,active
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,TLM FSK,Transceiver,30776,rjz4x8XfpQCvmM8qgArr9Z,FSK,72,Unknown,null,null,435103000,2019-04-18T05:39:53.343316Z,145840000,FSK,active
1200.0,13707,true,null,false,CITATION NEEDED - https://xkcd.com/285/,FUNcube-2 telemetry (drifted),Transmitter,40074,9UHihpacwFrRmgZNAweK2g,BPSK,50,Unknown,null,null,145915000,2019-04-18T05:39:53.343316Z,null,null,active
1200.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,AFSK Beacon,Transmitter,37224,uFLHu8MEJU5LJqjkVSHs2G,AFSK,49,Unknown,null,null,437305000,2019-04-18T05:39:53.343316Z,null,null,active
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,CW TLM Drifted,Transmitter,42736,R8XHKat8J5EewDyCoM3MpX,CW,6,Unknown,null,null,437373000,2019-04-18T05:39:53.343316Z,null,null,active
2400.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,MSK Telemetry Drifted,Transmitter,41168,Qq2oUjXmFkUxkP8grjUDaM,MSK,81,Unknown,null,null,437486000,2019-04-18T05:39:53.343316Z,null,null,active
19200.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,GMSK Telemetry Drifted,Transmitter,35935,dJh7FWnBCfAg4ny2qqxabN,GFSK,75,Unknown,null,null,437322500,2019-04-18T05:39:53.343316Z,null,null,active
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,Drifted PSK Transponder,Transceiver,40654,h7V53UpetXSEaFC6CkFmXg,PSK31,40,Unknown,null,null,435347000,2019-04-18T05:39:53.343316Z,28120000,PSK31,active
2400.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,Mode U TLM (default- drifting),Transmitter,41460,JLNq6FzBfaCvK7H5neMKiC,GMSK,63,Unknown,null,null,437424000,2019-04-18T05:39:53.343316Z,null,null,active
200.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,DUV TLM,Transmitter,43017,KgazZMKEa74VnquqXLwAvD,DUV,58,Unknown,null,null,145960000,2019-04-18T05:39:53.343316Z,null,null,active
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,FSK9k6 AX.25,Transmitter,43018,SxaDAyAgw6ugJEPnTUZPXa,FSK,72,Unknown,null,null,437645000,2019-04-18T05:39:53.343316Z,null,null,active
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,Mode U/V FM Voice,Transceiver,43017,LoK6HANoyLWRnwhJKs8gHd,FM,1,Unknown,null,null,145960000,2019-04-18T05:39:53.343316Z,435250000,FM,active
1200.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,TLM,Transmitter,43019,4Fdui3oPpehZn3hwZBSCqW,AFSK,49,Unknown,null,null,437095000,2019-04-18T05:39:53.343316Z,null,null,active
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,CERTO 1,Transmitter,39265,ZEimnh6oN9itfzBehcez2P,CERTO,59,Unknown,null,null,150012000,2019-04-18T05:39:53.343316Z,null,null,active
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,CERTO 2,Transmitter,39265,SfQEcxyLMqRWtLi7gGggCc,CERTO,59,Unknown,null,null,400032000,2019-04-18T05:39:53.343316Z,null,null,active
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,CERTO 3,Transmitter,39265,tPoSJ48gufDgXzK89yhHzU,CERTO,59,Unknown,null,null,1066752000,2019-04-18T05:39:53.343316Z,null,null,active
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,SSTV,Transceiver,39770,WNLUsAQJfMEagGmXAxTD7X,SSTV,5,Unknown,null,null,437600000,2019-04-18T05:39:53.343316Z,437600000,SSTV,active
1200.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,QIKCOM-1,Transmitter,42983,eDcFKwmCw3zcvR2TrifQ8W,AFSK,49,Unknown,null,null,145825000,2019-04-18T05:39:53.343316Z,null,null,active
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,MODE U/V FM VOICE CTCSS 67.0Hz,Transceiver,43137,ckTw5Du4VKjWGouE36z5b3,FM,1,Unknown,null,null,145880000,2019-04-18T05:39:53.343316Z,435350000,FM,active
200.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,DUV TLM,Transmitter,43137,3rLGJWqj3XZ6Z8vADCRwiW,DUV,58,Unknown,null,null,145880000,2019-04-18T05:39:53.343316Z,null,null,active
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,MODE L/V VOICE CTCSS 67.0Hz,Transceiver,43137,gtcfCX5FV7BRvG5p3ZCDoa,FM,1,Unknown,null,null,145880000,2019-04-18T05:39:53.343316Z,1267350000,FM,active
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,Mode U CW Beacon,Transmitter,43138,iijuqxdAHNgnoK9BsziQjT,CW,6,Unknown,null,null,437485000,2019-04-18T05:39:53.343316Z,null,null,active
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,BPSK Telemetry,Transmitter,43133,CsQoaXPvoi95reVyvpFNDJ,BPSK,50,Unknown,null,null,437100000,2019-04-18T05:39:53.343316Z,null,null,active
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,TLM,Transmitter,99982,oM5JaAWgx3UEb6ZDQRtd29,BPSK,50,Unknown,null,null,435780000,2019-04-18T05:39:53.343316Z,null,null,active
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,9k6 FSK TLM,Transceiver,99939,Ev5t3CMeBuXv6wvLPGx4PH,FSK,72,Unknown,null,null,437265000,2019-04-18T05:39:53.343316Z,145840000,FSK,active
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,IARU 9k6 FSK TLM,Transmitter,99939,YRektpBYH4Y3M2KyGdpUS3,FSK,72,Unknown,null,null,437465000,2019-04-18T05:39:53.343316Z,null,null,active
1200.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,BPSK Telemetry,Transmitter,43132,5aPmHifU2KTp7uunUqGVHJ,BPSK,50,Unknown,null,null,435525000,2019-04-18T05:39:53.343316Z,null,null,active
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,MODE V/U FM VOICE,Transceiver,43132,p6Sv4Uvkd93dDXqubCzxp2,FM,1,Unknown,null,null,435525000,2019-04-18T05:39:53.343316Z,145910000,FM,active
null,null,false,null,false,CITATION NEEDED - https://xkcd.com/285/,MODE FM VOICE - WRONG ASSIGNED BELONGS TO D-STAR ONE,Transmitter,43188,SM5KrwLpq7CgbdqLNgPu82,DSTAR,57,Unknown,null,null,435525000,2019-04-18T05:39:53.343316Z,null,null,inactive
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,TLM 9k6 BPSK AX.25,Transmitter,43192,DHcjMP2jZbmhG5obkL6tgh,BPSK,50,Unknown,null,null,435350000,2019-04-18T05:39:53.343316Z,null,null,active
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,MODE V/U FM VOICE,Transceiver,43192,C4XkUsJZiPC9HfyrW6Ur2G,FM,1,Unknown,null,null,435350000,2019-04-18T05:39:53.343316Z,145945000,FM,active
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,BPSK Telemetry,Transmitter,43132,wgEmKDDYtBZpvLMAsoDD7P,BPSK,50,Unknown,null,null,435525000,2019-04-18T05:39:53.343316Z,null,null,active
1200.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,TLM AFSK,Transmitter,42707,yVGK3uUBVHCJrpiF2LK8bC,AFSK,49,Unknown,null,null,437020000,2019-04-18T05:39:53.343316Z,null,null,active
15.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,CW Beacon,Transmitter,40025,u62BCJJmjWBRDLxYqLBYC5,CW,6,Unknown,null,null,145880000,2019-04-18T05:39:53.343316Z,null,null,active
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,NORSAT-2 VDES transmitter,Transponder,42828,c6wFnUVdAe4tvWojA2pzce,GMSK,63,Unknown,161937500,157337500,161787500,2019-04-18T05:39:53.343316Z,157187500,GMSK,active
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,TLM 9600 BPSK,Transmitter,43199,MBfYJtqVLfZYtvpZ3mPvsb,BPSK,50,Unknown,null,null,436375000,2019-04-18T05:39:53.343316Z,null,null,active
1200.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,INS-1C telemetry downlink,Transmitter,43116,Ne5FF8ZkMtvFP3TvwrAz6W,FSK,72,Unknown,null,null,435080000,2019-04-18T05:39:53.343316Z,null,null,active
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,HRPT Downlink,Transmitter,28654,JRrTCEcCk3G8HJ4ifwyM4W,HRPT,45,Unknown,null,null,1707000000,2019-04-18T05:39:53.343316Z,null,null,active
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,HRPT Downlink,Transmitter,33591,DbcMgskpnJryLP3NGrR5Xb,HRPT,45,Unknown,null,null,1698000000,2019-04-18T05:39:53.343316Z,null,null,active
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,9600 TLM,Transmitter,43155,3BU38dtx9w4fsQZTXqMtyc,FSK,72,Unknown,null,null,435350000,2019-04-18T05:39:53.343316Z,null,null,active
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,TLM 9k6 BPSK,Transmitter,42732,yUatVkk6b3s6G6oGkZbkm4,BPSK,50,Unknown,null,null,436600000,2019-04-18T05:39:53.343316Z,null,null,active
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,Direct Sounder Broadcast,Transmitter,33591,6sVpSCgyPBskf5Mt6qp49N,BPSK,50,Unknown,null,null,137770000,2019-04-18T05:39:53.343316Z,null,null,active
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,Beacon 1,Transmitter,28654,RMnA3okEddVHPBht23QYDm,CW,6,Unknown,null,null,137350000,2019-04-18T05:39:53.343316Z,null,null,active
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,Beacon 2,Transmitter,28654,g7x5LaHGq4j3DAQoPSs78G,CW,6,Unknown,null,null,137770000,2019-04-18T05:39:53.343316Z,null,null,active
1200.0,null,false,null,false,CITATION NEEDED - https://xkcd.com/285/,BPSK Telemetry (drifted),Transmitter,43132,Yw6XbkiUyZcJucsF6TtKjN,BPSK,50,Unknown,null,null,435003894,2019-04-18T05:39:53.343316Z,null,null,inactive
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,9600 TLM,Transmitter,43158,gSi3sefYemAatb9xw4RMV7,FSK,72,Unknown,null,null,436100000,2019-04-18T05:39:53.343316Z,null,null,active
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,BPSK 9k6 TLM,Transmitter,43156,gxCURk5XUV2j2bGbZgkX8V,BPSK,50,Unknown,null,null,437350000,2019-04-18T05:39:53.343316Z,null,null,active
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,FM VOICE,Transceiver,43156,ABJcDQYU2o8ZP2M8Kd2aSD,FM,1,Unknown,null,null,436950000,2019-04-18T05:39:53.343316Z,145930000,FM,active
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,Upper side band (drifting),Transmitter,965,UzPz4gcsNBPKPKAFPmer7g,USB,9,Unknown,null,null,136658500,2019-04-18T05:39:53.343316Z,null,null,active
1200.0,null,false,null,false,CITATION NEEDED - https://xkcd.com/285/,TLM UHF,Transmitter,42777,qvnPwDJif5dkt7JgkFvG97,AFSK,49,Unknown,null,null,437300000,2019-04-18T05:39:53.343316Z,null,null,inactive
1200.0,null,false,null,false,CITATION NEEDED - https://xkcd.com/285/,TLM S-Band,Transmitter,42777,sHDf5yJATCTLgEeXz2qejL,AFSK,49,Unknown,null,null,2403000000,2019-04-18T05:39:53.343316Z,null,null,inactive
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,Beacon,Transmitter,29710,YfVDCFsmLnExgi7VXJEftP,CW,6,Unknown,null,null,2245687000,2019-04-18T05:39:53.343316Z,null,null,active
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,Beacon,Transmitter,32783,RXsEEgPhb6akMMYKeBXQyj,CW,6,Unknown,null,null,2245678000,2019-04-18T05:39:53.343316Z,null,null,active
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,Beacon,Transmitter,36795,9Jji7MGQewv39wiVuv3xrQ,CW,6,Unknown,null,null,2245687000,2019-04-18T05:39:53.343316Z,null,null,active
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,Beacon,Transmitter,41599,aJBMEZvaRnddNg4TjcC352,CW,6,Unknown,null,null,2245687000,2019-04-18T05:39:53.343316Z,null,null,active
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,Beacon,Transmitter,41948,ZZeCVjEr7Z649tYmtpQ7VF,CW,6,Unknown,null,null,2245687000,2019-04-18T05:39:53.343316Z,null,null,active
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,Beacon,Transmitter,42767,qWqWcqFvvbMBH9dvrrBRCF,CW,6,Unknown,null,null,2245687000,2019-04-18T05:39:53.343316Z,null,null,active
1200.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,TLM BPSK (drifted),Transmitter,42727,4GKdaAPeEHmr8TLYxGR84F,BPSK,50,Unknown,null,null,435950400,2019-04-18T05:39:53.343316Z,null,null,active
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,TLM BPSK,Transmitter,42733,u9uSQtoQFEWnCHgHY9rkm8,BPSK,50,Unknown,null,null,436090000,2019-04-18T05:39:53.343316Z,null,null,active
